No,County,Confirmed,Date
1.,Alba,417,2020-06-19
2.,Arad,704,2020-06-19
3.,Argeș,432,2020-06-19
4.,Bacău,587,2020-06-19
5.,Bihor,664,2020-06-19
6.,Bistrița-Năsăud,446,2020-06-19
7.,Botoșani,949,2020-06-19
8.,Brașov,1148,2020-06-19
9.,Brăila,108,2020-06-19
10.,Buzău,369,2020-06-19
11.,Caraș-Severin,112,2020-06-19
12.,Călărași,144,2020-06-19
13.,Cluj,630,2020-06-19
14.,Constanța,336,2020-06-19
15.,Covasna,253,2020-06-19
16.,Dâmbovița,400,2020-06-19
17.,Dolj,262,2020-06-19
18.,Galați,735,2020-06-19
19.,Giurgiu,254,2020-06-19
20.,Gorj,184,2020-06-19
21.,Harghita,252,2020-06-19
22.,Hunedoara,640,2020-06-19
23.,Ialomița,408,2020-06-19
24.,Iași,807,2020-06-19
25.,Ilfov,656,2020-06-19
26.,Maramureș,132,2020-06-19
27.,Mehedinți,165,2020-06-19
28.,Mureș,712,2020-06-19
29.,Neamț,943,2020-06-19
30.,Olt,145,2020-06-19
31.,Prahova,204,2020-06-19
32.,Satu Mare,70,2020-06-19
33.,Sălaj,109,2020-06-19
34.,Sibiu,573,2020-06-19
35.,Suceava,3871,2020-06-19
36.,Teleorman,151,2020-06-19
37.,Timiș,513,2020-06-19
38.,Tulcea,169,2020-06-19
39.,Vaslui,166,2020-06-19
40.,Vâlcea,40,2020-06-19
41.,Vrancea,893,2020-06-19
42.,Mun. București,2613,2020-06-19
43.,Not identified,34,2020-06-19
