No,County,Confirmed,Date
1.,Alba,496,2020-07-13
2.,Arad,719,2020-07-13
3.,Argeș,1390,2020-07-13
4.,Bacău,757,2020-07-13
5.,Bihor,711,2020-07-13
6.,Bistrița-Năsăud,633,2020-07-13
7.,Botoșani,1076,2020-07-13
8.,Brașov,2014,2020-07-13
9.,Brăila,303,2020-07-13
10.,Buzău,824,2020-07-13
11.,Caraș-Severin,128,2020-07-13
12.,Călărași,209,2020-07-13
13.,Cluj,771,2020-07-13
14.,Constanța,542,2020-07-13
15.,Covasna,331,2020-07-13
16.,Dâmbovița,965,2020-07-13
17.,Dolj,391,2020-07-13
18.,Galați,1269,2020-07-13
19.,Giurgiu,283,2020-07-13
20.,Gorj,429,2020-07-13
21.,Harghita,383,2020-07-13
22.,Hunedoara,711,2020-07-13
23.,Ialomița,537,2020-07-13
24.,Iași,1075,2020-07-13
25.,Ilfov,899,2020-07-13
26.,Maramureș,237,2020-07-13
27.,Mehedinți,270,2020-07-13
28.,Mureș,818,2020-07-13
29.,Neamț,1004,2020-07-13
30.,Olt,385,2020-07-13
31.,Prahova,813,2020-07-13
32.,Satu Mare,82,2020-07-13
33.,Sălaj,121,2020-07-13
34.,Sibiu,702,2020-07-13
35.,Suceava,4177,2020-07-13
36.,Teleorman,191,2020-07-13
37.,Timiș,607,2020-07-13
38.,Tulcea,205,2020-07-13
39.,Vaslui,232,2020-07-13
40.,Vâlcea,118,2020-07-13
41.,Vrancea,1247,2020-07-13
42.,Mun. București,3856,2020-07-13
43.,Not identified,37,2020-07-13
