No,County,Confirmed,Date
1.,Alba,288,2020-05-23
2.,Arad,695,2020-05-23
3.,Argeș,232,2020-05-23
4.,Bacău,486,2020-05-23
5.,Bihor,546,2020-05-23
6.,Bistrița-Năsăud,316,2020-05-23
7.,Botoșani,704,2020-05-23
8.,Brașov,677,2020-05-23
9.,Brăila,22,2020-05-23
10.,Buzău,158,2020-05-23
11.,Caraș-Severin,112,2020-05-23
12.,Călărași,79,2020-05-23
13.,Cluj,538,2020-05-23
14.,Constanța,267,2020-05-23
15.,Covasna,229,2020-05-23
16.,Dâmbovița,252,2020-05-23
17.,Dolj,191,2020-05-23
18.,Galați,566,2020-05-23
19.,Giurgiu,211,2020-05-23
20.,Gorj,113,2020-05-23
21.,Harghita,105,2020-05-23
22.,Hunedoara,622,2020-05-23
23.,Ialomița,347,2020-05-23
24.,Iași,456,2020-05-23
25.,Ilfov,447,2020-05-23
26.,Maramureș,92,2020-05-23
27.,Mehedinți,104,2020-05-23
28.,Mureș,660,2020-05-23
29.,Neamț,864,2020-05-23
30.,Olt,67,2020-05-23
31.,Prahova,96,2020-05-23
32.,Satu Mare,61,2020-05-23
33.,Sălaj,85,2020-05-23
34.,Sibiu,479,2020-05-23
35.,Suceava,3415,2020-05-23
36.,Teleorman,128,2020-05-23
37.,Timiș,498,2020-05-23
38.,Tulcea,139,2020-05-23
39.,Vaslui,155,2020-05-23
40.,Vâlcea,28,2020-05-23
41.,Vrancea,564,2020-05-23
42.,Mun. București,1728,2020-05-23
43.,Not identified,35,2020-05-23
