No,County,Confirmed,Date
1.,Alba,160,2020-04-22
2.,Arad,421,2020-04-22
3.,Argeș,110,2020-04-22
4.,Bacău,150,2020-04-22
5.,Bihor,336,2020-04-22
6.,Bistrița-Năsăud,137,2020-04-22
7.,Botoșani,338,2020-04-22
8.,Brașov,348,2020-04-22
9.,Brăila,19,2020-04-22
10.,Buzău,18,2020-04-22
11.,Caraș-Severin,70,2020-04-22
12.,Călărași,47,2020-04-22
13.,Cluj,261,2020-04-22
14.,Constanța,213,2020-04-22
15.,Covasna,168,2020-04-22
16.,Dâmbovița,89,2020-04-22
17.,Dolj,69,2020-04-22
18.,Galați,287,2020-04-22
19.,Giurgiu,109,2020-04-22
20.,Gorj,25,2020-04-22
21.,Harghita,19,2020-04-22
22.,Hunedoara,405,2020-04-22
23.,Ialomița,141,2020-04-22
24.,Iași,179,2020-04-22
25.,Ilfov,207,2020-04-22
26.,Maramureș,65,2020-04-22
27.,Mehedinți,47,2020-04-22
28.,Mureș,312,2020-04-22
29.,Neamț,384,2020-04-22
30.,Olt,17,2020-04-22
31.,Prahova,51,2020-04-22
32.,Satu Mare,48,2020-04-22
33.,Sălaj,27,2020-04-22
34.,Sibiu,195,2020-04-22
35.,Suceava,2372,2020-04-22
36.,Teleorman,95,2020-04-22
37.,Timiș,385,2020-04-22
38.,Tulcea,35,2020-04-22
39.,Vaslui,68,2020-04-22
40.,Vâlcea,22,2020-04-22
41.,Vrancea,211,2020-04-22
42.,Mun. București,1050,2020-04-22
