No,County,Confirmed,Date
1.,Alba,412,2020-06-14
2.,Arad,703,2020-06-14
3.,Argeș,355,2020-06-14
4.,Bacău,562,2020-06-14
5.,Bihor,658,2020-06-14
6.,Bistrița-Năsăud,422,2020-06-14
7.,Botoșani,890,2020-06-14
8.,Brașov,1022,2020-06-14
9.,Brăila,88,2020-06-14
10.,Buzău,308,2020-06-14
11.,Caraș-Severin,112,2020-06-14
12.,Călărași,131,2020-06-14
13.,Cluj,599,2020-06-14
14.,Constanța,312,2020-06-14
15.,Covasna,245,2020-06-14
16.,Dâmbovița,356,2020-06-14
17.,Dolj,253,2020-06-14
18.,Galați,682,2020-06-14
19.,Giurgiu,242,2020-06-14
20.,Gorj,171,2020-06-14
21.,Harghita,205,2020-06-14
22.,Hunedoara,640,2020-06-14
23.,Ialomița,401,2020-06-14
24.,Iași,727,2020-06-14
25.,Ilfov,622,2020-06-14
26.,Maramureș,119,2020-06-14
27.,Mehedinți,153,2020-06-14
28.,Mureș,700,2020-06-14
29.,Neamț,924,2020-06-14
30.,Olt,130,2020-06-14
31.,Prahova,153,2020-06-14
32.,Satu Mare,64,2020-06-14
33.,Sălaj,107,2020-06-14
34.,Sibiu,545,2020-06-14
35.,Suceava,3741,2020-06-14
36.,Teleorman,149,2020-06-14
37.,Timiș,511,2020-06-14
38.,Tulcea,165,2020-06-14
39.,Vaslui,165,2020-06-14
40.,Vâlcea,39,2020-06-14
41.,Vrancea,759,2020-06-14
42.,Mun. București,2423,2020-06-14
43.,Not identified,34,2020-06-14
