No,County,Confirmed,Date
1.,Alba,408,2020-06-12
2.,Arad,701,2020-06-12
3.,Argeș,320,2020-06-12
4.,Bacău,554,2020-06-12
5.,Bihor,651,2020-06-12
6.,Bistrița-Năsăud,394,2020-06-12
7.,Botoșani,871,2020-06-12
8.,Brașov,958,2020-06-12
9.,Brăila,56,2020-06-12
10.,Buzău,253,2020-06-12
11.,Caraș-Severin,112,2020-06-12
12.,Călărași,110,2020-06-12
13.,Cluj,587,2020-06-12
14.,Constanța,304,2020-06-12
15.,Covasna,238,2020-06-12
16.,Dâmbovița,348,2020-06-12
17.,Dolj,252,2020-06-12
18.,Galați,662,2020-06-12
19.,Giurgiu,238,2020-06-12
20.,Gorj,161,2020-06-12
21.,Harghita,193,2020-06-12
22.,Hunedoara,639,2020-06-12
23.,Ialomița,399,2020-06-12
24.,Iași,695,2020-06-12
25.,Ilfov,607,2020-06-12
26.,Maramureș,115,2020-06-12
27.,Mehedinți,142,2020-06-12
28.,Mureș,694,2020-06-12
29.,Neamț,922,2020-06-12
30.,Olt,125,2020-06-12
31.,Prahova,133,2020-06-12
32.,Satu Mare,63,2020-06-12
33.,Sălaj,103,2020-06-12
34.,Sibiu,533,2020-06-12
35.,Suceava,3710,2020-06-12
36.,Teleorman,147,2020-06-12
37.,Timiș,510,2020-06-12
38.,Tulcea,162,2020-06-12
39.,Vaslui,165,2020-06-12
40.,Vâlcea,38,2020-06-12
41.,Vrancea,742,2020-06-12
42.,Mun. București,2355,2020-06-12
43.,Not identified,34,2020-06-12
