No,County,Confirmed,Date
1.,Alba,108,2020-04-12
2.,Arad,249,2020-04-12
3.,Argeș,57,2020-04-12
4.,Bacău,69,2020-04-12
5.,Bihor,83,2020-04-12
6.,Bistrița-Năsăud,82,2020-04-12
7.,Botoșani,156,2020-04-12
8.,Brașov,238,2020-04-12
9.,Brăila,16,2020-04-12
10.,Buzău,13,2020-04-12
11.,Caraș-Severin,51,2020-04-12
12.,Călărași,35,2020-04-12
13.,Cluj,183,2020-04-12
14.,Constanța,157,2020-04-12
15.,Covasna,117,2020-04-12
16.,Dâmbovița,30,2020-04-12
17.,Dolj,43,2020-04-12
18.,Galați,190,2020-04-12
19.,Giurgiu,49,2020-04-12
20.,Gorj,8,2020-04-12
21.,Harghita,7,2020-04-12
22.,Hunedoara,303,2020-04-12
23.,Ialomița,100,2020-04-12
24.,Iași,113,2020-04-12
25.,Ilfov,119,2020-04-12
26.,Maramureș,49,2020-04-12
27.,Mehedinți,17,2020-04-12
28.,Mureș,217,2020-04-12
29.,Neamț,285,2020-04-12
30.,Olt,12,2020-04-12
31.,Prahova,39,2020-04-12
32.,Satu Mare,37,2020-04-12
33.,Sălaj,17,2020-04-12
34.,Sibiu,109,2020-04-12
35.,Suceava,1661,2020-04-12
36.,Teleorman,62,2020-04-12
37.,Timiș,284,2020-04-12
38.,Tulcea,14,2020-04-12
39.,Vaslui,40,2020-04-12
40.,Vâlcea,13,2020-04-12
41.,Vrancea,117,2020-04-12
42.,Mun. București,751,2020-04-12
