No,County,Confirmed,Date
1.,Alba,155,2020-04-21
2.,Arad,423,2020-04-21
3.,Argeș,98,2020-04-21
4.,Bacău,117,2020-04-21
5.,Bihor,294,2020-04-21
6.,Bistrița-Năsăud,116,2020-04-21
7.,Botoșani,314,2020-04-21
8.,Brașov,345,2020-04-21
9.,Brăila,18,2020-04-21
10.,Buzău,15,2020-04-21
11.,Caraș-Severin,64,2020-04-21
12.,Călărași,47,2020-04-21
13.,Cluj,263,2020-04-21
14.,Constanța,198,2020-04-21
15.,Covasna,154,2020-04-21
16.,Dâmbovița,85,2020-04-21
17.,Dolj,63,2020-04-21
18.,Galați,297,2020-04-21
19.,Giurgiu,104,2020-04-21
20.,Gorj,23,2020-04-21
21.,Harghita,17,2020-04-21
22.,Hunedoara,392,2020-04-21
23.,Ialomița,128,2020-04-21
24.,Iași,161,2020-04-21
25.,Ilfov,193,2020-04-21
26.,Maramureș,57,2020-04-21
27.,Mehedinți,43,2020-04-21
28.,Mureș,303,2020-04-21
29.,Neamț,368,2020-04-21
30.,Olt,13,2020-04-21
31.,Prahova,54,2020-04-21
32.,Satu Mare,46,2020-04-21
33.,Sălaj,23,2020-04-21
34.,Sibiu,182,2020-04-21
35.,Suceava,2238,2020-04-21
36.,Teleorman,80,2020-04-21
37.,Timiș,389,2020-04-21
38.,Tulcea,35,2020-04-21
39.,Vaslui,60,2020-04-21
40.,Vâlcea,20,2020-04-21
41.,Vrancea,214,2020-04-21
42.,Mun. București,1033,2020-04-21
